"","bad_trigram"
"2887","hour chase movie"
"2888","us this movie"
"2889","fun and exciting"
"2890","example of the"
"2891","every element of"
"2892","it all and"
"2893","i didnt see"
"2894","to miss a"
"2895","in a desert"
"2896","is well made"
"2897","the small details"
"2898","want to kill"
"2899","thrills and spills"
"2900","is perhaps one"
"2901","and the one"
"2902","max film in"
"2903","action and explosions"
"2904","max who is"
"2905","and a little"
"2906","mad max where"
"2907","gates of valhalla"
"2908","up mad max"
"2909","we have some"
"2910","live in and"
"2911","motion in the"
"2912","non of the"
"2913","the decision to"
"2914","up on the"
"2915","not only because"
"2916","the soundtrack is"
"2917","action movie genre"
"2918","great movie for"
"2919","still a very"
"2920","are so many"
"2921","seeing this film"
"2922","at despite the"
"2923","to see charlize"
"2924","you who have"
"2925","far away from"
"2926","are filled with"
"2927","highlight of the"
"2928","of car chases"
"2929","in tom hardy"
"2930","when hope fails"
"2931","because of that"
"2932","effects are amazing"
"2933","imagery and a"
"2934","not worth the"
"2935","work here i"
"2936","everything about the"
"2937","strong female lead"
"2938","was so good"
"2939","as max and"
"2940","what am i"
"2941","idea of the"
"2942","put on film"
"2943","is exactly what"
"2944","be a two"
"2945","forward to future"
"2946","saga mad max"
"2947","furiosa is easily"
"2948","and great performances"
"2949","to have seen"
"2950","the ride the"
"2951","figure out how"
"2952","nicholas hoult who"
"2953","shot composition and"
"2954","the plot but"
"2955","in the action"
"2956","the front door"
"2957","women who are"
"2958","us with the"
"2959","so much about"
"2960","action movies you"
"2961","very little in"
"2962","sure why it"
"2963","the looks of"
"2964","mention that i"
"2965","no real reason"
"2966","movie was about"
"2967","that were done"
"2968","all but i"
"2969","kind of action"
"2970","here and it"
"2971","story world environment"
"2972","good action movie"
"2973","the series but"
"2974","seen to be"
"2975","to be taken"
"2976","was just one"
"2977","i had hoped"
"2978","of the previous"
"2979","with over the"
"2980","way through a"
"2981","required viewing for"
"2982","whole film is"
"2983","the first frame"
"2984","is nothing short"
"2985","food and water"
"2986","to get water"
"2987","so many things"
"2988","actually taking place"
"2989","i still have"
"2990","problems this is"
"2991","interesting and a"
"2992","but not to"
"2993","as a single"
"2994","of the vehicles"
"2995","point were i"
"2996","portrayal of max"
"2997","as the stunts"
"2998","favorite movie of"
"2999","sole purpose is"
"3000","check out the"
"3001","the movement of"
"3002","from mel gibson"
"3003","the film characters"
"3004","the previous installments"
"3005","i went in"
"3006","movie and not"
"3007","of imperator furiosa"
"3008","top action it"
"3009","with the first"
"3010","action but thats"
"3011","be enough to"
"3012","a period of"
"3013","as one might"
"3014","from a visual"
"3015","with that said"
"3016","i was on"
"3017","at the point"
"3018","but other than"
"3019","through a visual"
"3020","on story but"
"3021","the chase sequences"
"3022","mel gibson in"
"3023","design of the"
"3024","the highest order"
"3025","give it more"
"3026","of the desert"
"3027","one of immortans"
"3028","but also in"
"3029","a different movie"
"3030","chase scenes and"
"3031","it got  "
"3032","tired of the"
"3033","in to see"
"3034","im going to"
"3035","by the way"
"3036","that they go"
"3037","my opinion that"
"3038","never thought i"
"3039","thrill ride and"
"3040","time that is"
"3041","was able to"
"3042","he was the"
"3043","this one in"
"3044","it againrating   "
"3045","here there are"
"3046","bright and colorful"
"3047","man with no"
"3048","such as when"
"3049","that did not"
"3050","but he did"
"3051","ride through the"
"3052","experience of this"
"3053","but its an"
"3054","the world they"
"3055","and critics alike"
"3056","mad max into"
"3057","my favorite thing"
"3058","i recommend this"
"3059","shot action and"
"3060","road warrior the"
"3061","max is very"
"3062","i mean this"
"3063","is you a"
"3064","i didnt even"
"3065","have cared less"
"3066","is this a"
"3067","me was the"
"3068","plot holes and"
"3069","throws down the"
"3070","action movie to"
"3071","charlize theron deliver"
"3072","to run away"
"3073","than it would"
"3074","that bothered me"
"3075","in the citadel"
"3076","and attention to"
"3077","bit about the"
"3078","brings george millers"
"3079","time watching this"
"3080","the fast  furiou"
"3081","the world that"
"3082","max movie and"
"3083","pure energy and"
"3084","is the real"
"3085","half hour of"
"3086","back the exact"
"3087","it again i"
"3088","now is a"
"3089","time i saw"
"3090","from mad max"
"3091","does he have"
"3092","mission even if"
"3093","yes the female"
"3094","more back story"
"3095","its not an"
"3096","with one arm"
"3097","because its not"
"3098","watch it if"
"3099","for from a"
"3100","we feel for"
"3101","not have been"
"3102","and the pacing"
"3103","chase scene in"
"3104","a visionary and"
"3105","he does seem"
"3106","just an action"
"3107","is dead and"
"3108","seria um filme"
"3109","as there is"
"3110","is because its"
"3111","all year and"
"3112","need its a"
"3113","a great performance"
"3114","and an entertaining"
"3115","the fuss was"
"3116","last few years"
"3117","guy is shooting"
"3118","visually stunning the"
"3119","therons imperator furiosa"
"3120","is the end"
"3121","the wasteland of"
"3122","great but are"
"3123","the screen in"
"3124","the film though"
"3125","ever made george"
"3126","all the fuss"
"3127","throughout the entire"
"3128","he visto en"
"3129","and depth of"
"3130","for what the"
"3131","you know what"
"3132","as a he"
"3133","going on with"
"3134","in one of"
"3135","are amazing the"
"3136","yes the road"
"3137","a little hard"
"3138","about the acting"
"3139","one big chase"
"3140","character that i"
"3141","a worthy successor"
"3142","cg is a"
"3143","at least give"
"3144","was at the"
"3145","where everything is"
"3146","so the first"
"3147","once in the"
"3148","a star of"
"3149","the sped up"
"3150","ever made and"
"3151","as are the"
"3152","but that would"
"3153","for quite some"
"3154","max film an"
"3155","from the citadel"
"3156","is in this"
"3157","and should be"
"3158","in the big"
"3159","action there are"
"3160","less than mediocre"
"3161","of the dialogue"
"3162","all so damn"
"3163","into an eye"
"3164","the bechdel test"
"3165","you will not"
"3166","cinematic experiences  "
"3167","d to me"
"3168","the brim with"
"3169","reason for the"
"3170","that gets better"
"3171","think mad max"
"3172","look like i"
"3173","second to the"
"3174","for me that"
"3175","the main story"
"3176","but im not"
"3177","it  the bes"
"3178","movie one can"
"3179","called mad max"
"3180","into the world"
"3181","at all for"
"3182","the film max"
"3183","has a special"
"3184","it off the"
"3185","a summer movie"
"3186","and was not"
"3187","admit that i"
"3188","a silent film"
"3189","movie is absolutely"
"3190","this film takes"
"3191","one the most"
"3192","it as a"
"3193","is actually on"
"3194","much going on"
"3195","the scale of"
"3196","work together in"
"3197","of the little"
"3198","directed by george"
"3199","this movie like"
"3200","cinema that i"
"3201","this case it"
"3202","felt like i"
"3203","the true art"
"3204","i decided to"
"3205","we will never"
"3206","from  years ag"
"3207","but the visuals"
"3208","max being captured"
"3209","a plan to"
"3210","should be made"
"3211","with a big"
"3212","the most fun"
"3213","newcomer to the"
"3214","did a fine"
"3215","a fun movie"
"3216","of a popcorn"
"3217","as they are"
"3218","female characters are"
"3219","as an actor"
"3220","film is it"
"3221","as any of"
"3222","no dialogue no"
"3223","put in the"
"3224","makes this movie"
"3225","millers vision of"
"3226","the world and"
"3227","its just one"
"3228","ride for the"
"3229","i liked about"
"3230","sequences but the"
"3231","some to see"
"3232","i do think"
"3233","be described as"
"3234","movie although i"
"3235","for any of"
"3236","of special effects"
"3237","me because i"
"3238","slows down and"
"3239","not in an"
"3240","drive cars and"
"3241","but it feels"
"3242","is totally worth"
"3243","this case you"
"3244","of cg is"
"3245","of you who"
"3246","action movie should"
"3247","and facial expressions"
"3248","action in this"
"3249","character max is"
"3250","it felt like"
"3251","basically a two"
"3252","first time the"
"3253","it look like"
"3254","action film mad"
"3255","best ive seen"
"3256","movie in recent"
"3257","be a bit"
"3258","fantastic and the"
"3259","know when to"
"3260","postapocalyptic mad max"
"3261","roof of the"
"3262","was so bored"
"3263","it now i"
"3264","road may be"
"3265","fury road for"
"3266","those of you"
"3267","youre looking at"
"3268","so many crazy"
"3269","the sort of"
"3270","nux and max"
"3271","reboot of mad"
"3272","the originals but"
"3273","film an action"
"3274","perhaps it is"
"3275","is the new"
"3276","going on not"
"3277","very entertaining but"
"3278","film so far"
"3279","to miss the"
"3280","blockbusters which are"
"3281","effect of a"
"3282","in it its"
"3283","and their motivations"
"3284","rights dont men"
"3285","the most useless"
"3286","film  fury roa"
"3287","the story with"
"3288","all i can"
"3289","hands of a"
"3290","motion picture a"
"3291","returning to the"
"3292","around in a"
"3293","john seale the"
"3294","would not be"
"3295","nux a character"
"3296","it the entire"
"3297","while the story"
"3298","stuff blowing up"
"3299","with an array"
"3300","you into the"
"3301","a story about"
"3302","max as mel"
"3303","s have long"
"3304","a character whose"
"3305","looks cool but"
"3306","right at the"
"3307","of a comic"
"3308","reviews about the"
"3309","his masterpiece i"
"3310","knowing what to"
"3311","characters are thin"
"3312","amazing but the"
"3313","or even a"
"3314","which are all"
"3315","much as the"
"3316","the movies a"
"3317","of cgi that"
"3318","big screen  "
"3319","has shown us"
"3320","it too long"
"3321","off of the"
"3322","watch it on"
"3323","action was great"
"3324","a better life"
"3325","overuse of cgi"
"3326","but at the"
"3327","to do was"
"3328","blowing up for"
"3329","interesting characters and"
"3330","his audience a"
"3331","as the world"
"3332","chases fights and"
"3333","ever since i"
"3334","history of movies"
"3335","main character of"
"3336","is a nonstop"
"3337","like me can"
"3338","story is the"
"3339","saying a lot"
"3340","the cinematography of"
"3341","far the most"
"3342","the director george"
"3343","hardy is perfect"
"3344","you are not"
"3345","standard for action"
"3346","me from the"
"3347","thing but i"
"3348","charlize theron on"
"3349","is relegated to"
"3350","like one long"
"3351","imperator furiosa played"
"3352","little hard to"
"3353","say that mad"
"3354","postapocalyptic world that"
"3355","i will never"
"3356","world this film"
"3357","performances are so"
"3358","see the first"
"3359","group of female"
"3360","and hugh keaysbyrne"
"3361","run time in"
"3362","s anyway i"
"3363","is so alive"
"3364","story tom hardy"
"3365","has much to"
"3366","screwed up dudes"
"3367","made by a"
"3368","until the final"
"3369","recommend this one"
"3370","chase scene wa"
"3371","my first viewing"
"3372","charlize theron hard"
"3373","connection with the"
"3374","de acciãn son"
"3375","movie is very"
"3376","it i liked"
"3377","score is an"
"3378","that the story"
"3379","cool but i"
"3380","will have to"
"3381","you know theres"
"3382","its a movie"
"3383","really enjoyed it"
"3384","plot or story"
"3385","the love for"
"3386","the stunts were"
"3387","a big mad"
"3388","of extras used"
"3389","blame them for"
"3390","to expect with"
"3391","well there is"
"3392","i would also"
"3393","the music the"
"3394","than the other"
"3395","pulls off a"
"3396","think that a"
"3397","why is max"
"3398","coaster of a"
"3399","can see myself"
"3400","fall of the"
"3401","will be some"
"3402","the movie progresses"
"3403","a pretty good"
"3404","grease on her"
"3405","not talking about"
"3406","in action films"
"3407","mad max its"
"3408","this time they"
"3409","so the action"
"3410","this year the"
"3411","a car from"
"3412","barely have a"
"3413","fury road that"
"3414","you can imagine"
"3415","is a more"
"3416","boring for a"
"3417","is more than"
"3418","and when you"
"3419","and it makes"
"3420","that the only"
"3421","the furiosa character"
"3422","in recent memory"
"3423","making at its"
"3424","has returned to"
"3425","and a character"
"3426","of the main"
"3427","i still do"
"3428","the franchise but"
"3429","think the road"
"3430","a bit for"
"3431","to the test"
"3432","do not have"
"3433","look at  "
"3434","there is so"
"3435","we are not"
"3436","at high speed"
"3437","was a huge"
"3438","it because the"
"3439","see it so"
"3440","during the chases"
"3441","who have been"
"3442","deserving of a"
"3443","is out of"
"3444","story is boring"
"3445","it is your"
"3446","but it never"
"3447","the film nothing"
"3448","you can call"
"3449","possible in the"
"3450","realize that you"
"3451","the theater a"
"3452","that critics and"
"3453","bad way but"
"3454","george millers postapocalyptic"
"3455","strong female characters"
"3456","for the eyes"
"3457","also has a"
"3458","watch mad max"
"3459","ive seen this"
"3460","but this reboot"
"3461","saw the trailer"
"3462","es la mejor"
"3463","george millers return"
"3464","i mean seriously"
"3465","its no wonder"
"3466","let me down"
"3467","to its tribal"
"3468","to stop a"
"3469","it seems like"
"3470","im a huge"
"3471","he could be"
"3472","the scope of"
"3473","theron and the"
"3474","ultra violence and"
"3475","within the same"
"3476","shot of the"
"3477","like to see"
"3478","water is released"
"3479","screen and see"
"3480","guy with a"
"3481","also one of"
"3482","but it looks"
"3483","recommend to anyone"
"3484","two and a"
"3485","emotional connection to"
"3486","i was happy"
"3487","mad max reboot"
"3488","sure what all"
"3489","the stuff of"
"3490","of the frame"
"3491","a twohour chase"
"3492","they had to"
"3493","lack of cgi"
"3494","behind the wheel"
"3495","hardy is an"
"3496","two hours it"
"3497","being chased by"
"3498","the ground and"
"3499","i get that"
"3500","and full of"
"3501","save the day"
"3502","me to the"
"3503","the war rig"
"3504","see why this"
"3505","amount of time"
"3506","role the real"
"3507","and through a"
"3508","in keeping the"
"3509","the car chases"
"3510","for charlize theron"
"3511","jaw dropping as"
"3512","on the way"
"3513","say about it"
"3514","sets the bar"
"3515","movie ever  th"
"3516","of the highest"
"3517","the avengers age"
"3518","where survival is"
"3519","another thing i"
"3520","response to the"
"3521","to take them"
"3522","out by the"
"3523","after  minutes "
"3524","to the max"
"3525","but i believe"
"3526","the only really"
"3527","would love it"
"3528","from the practical"
"3529","with less than"
"3530","a perfect balance"
"3531","and water are"
"3532","at times and"
"3533","for you for"
"3534","loved it so"
"3535","a postapocalyptic future"
"3536","safely say that"
"3537","looking at the"
"3538","time i was"
"3539","to take it"
"3540","for action movies"
"3541","first time and"
"3542","to the director"
"3543","beautiful cinematography and"
"3544","in i am"
"3545","sense of scale"
"3546","on display in"
"3547","film this is"
"3548","like a combination"
"3549","explanation of the"
"3550","favorite action film"
"3551","so he has"
"3552","movie got an"
"3553","more than  year"
"3554","in  with th"
"3555","virtually no dialogue"
"3556","see where the"
"3557","in this post"
"3558","time and place"
"3559","a bad ass"
"3560","ass mad max"
"3561","didnt like the"
"3562","the action are"
"3563","a while to"
"3564","cause i do"
"3565","light in a"
"3566","dont see what"
"3567","recent action film"
"3568","i just dont"
"3569","to know what"
"3570","setting of the"
"3571","a glimpse of"
"3572","it is nonstop"
"3573","this one its"
"3574","not understand why"
"3575","was great but"
"3576","feels as if"
"3577","the comiccon trailer"
"3578","the film all"
"3579","his heart and"
"3580","film i felt"
"3581","end then why"
"3582","sort of way"
"3583","while the action"
"3584","be a fun"
"3585","sense to me"
"3586","max universe i"
"3587","out of my"
"3588","that we dont"
"3589","and back again"
"3590","on the plot"
"3591","someone who knows"
"3592","action in a"
"3593","the time we"
"3594","meant to be"
"3595","hollywood blockbusters the"
"3596","thanks to the"
"3597","and filled with"
"3598","is not one"
"3599","half a star"
"3600","a backseat to"
"3601","max rockatansky  "
"3602","run away from"
"3603","are so beautiful"
"3604","hurled into the"
"3605","use of practical"
"3606","of fritz langs"
"3607","i would use"
"3608","by the other"
"3609","with the story"
"3610","get a bit"
"3611","a film for"
"3612","this world the"
"3613","demands to be"
"3614","badass in this"
"3615","go along for"
"3616","lines between a"
"3617","hardy plays max"
"3618","the film industry"
"3619","other side the"
"3620","have to wonder"
"3621","this much fun"
"3622","example of how"
"3623","entire film is"
"3624","better than any"
"3625","nonstop thrill ride"
"3626","watch all the"
"3627","this one as"
"3628","did i miss"
"3629","heard about this"
"3630","to free the"
"3631","practical effects i"
"3632","in every sense"
"3633","movie it looked"
"3634","movie dont know"
"3635","the moment i"
"3636","playing a fire"
"3637","be honest i"
"3638","how this can"
"3639","none of his"
"3640","action films and"
"3641","with the most"
"3642","is top notch"
"3643","it fury road"
"3644","she is the"
"3645","for a sequel"
"3646","his portrayal of"
"3647","the time  "
"3648","of a chase"
"3649","three writers to"
"3650","that i did"
"3651","an army of"
"3652","but its so"
"3653","this is like"
"3654","a good film"
"3655","want to miss"
"3656","just watch it"
"3657","complete with its"
"3658","at the helm"
"3659","to be said"
"3660","hardy who is"
"3661","electric guitar with"
"3662","its action scenes"
"3663","not about max"
"3664","this is for"
"3665","is little time"
"3666","in pure action"
"3667","thrill ride that"
"3668","was a stunning"
"3669","and i will"
"3670","of charlize theron"
"3671","main characters i"
"3672","or one of"
"3673","that manages to"
"3674","return to where"
"3675","weaver in aliens"
"3676","between all of"
"3677","furiosa played by"
"3678","that he failed"
"3679","on a quest"
"3680","have been given"
"3681","the ride you"
"3682","like fury road"
"3683","in spanish   fu"
"3684","screen with an"
"3685","trying to help"
"3686","go see a"
"3687","an electric guitar"
"3688","of women in"
"3689","movie its a"
"3690","movie in fact"
"3691","after another and"
"3692","to shame  "
"3693","the best ever"
"3694","not for you"
"3695","give you an"
"3696","controls the water"
"3697","while tom hardy"
"3698","hardy is no"
"3699","her character and"
"3700","where they came"
"3701","it is all"
"3702","in some scenes"
"3703","and the fact"
"3704","that if youre"
"3705","all it was"
"3706","for immortan joe"
"3707","me as a"
"3708","road the movie"
"3709","to his own"
"3710","everything i want"
"3711","and not much"
"3712","who max is"
"3713","seen in my"
"3714","the film even"
"3715","is that we"
"3716","ive always like"
"3717","if you remove"
"3718","they were made"
"3719","sequences in this"
"3720","good and the"
"3721","the ride in"
"3722","spectacular action sequences"
"3723","doing so he"
"3724","straight out of"
"3725","nathan jones a"
"3726","the ones that"
"3727","still have a"
"3728","of technology and"
"3729","on his face"
"3730","everything that the"
"3731","is all it"
"3732","scenes is a"
"3733","the other two"
"3734","the films plot"
"3735","this movie many"
"3736","action scene is"
"3737","thought i would"
"3738","the other characters"
"3739","more  this wa"
"3740","i think of"
"3741","the story but"
"3742","say he is"
"3743","the one performance"
"3744","gorgeous to look"
"3745","was definitely the"
"3746","lets turn around"
"3747","but i gave"
"3748","not my favorite"
"3749","max film but"
"3750","world the action"
"3751","is a scene"
"3752","movie and keep"
"3753","a good max"
"3754","ought to be"
"3755","special effects movie"
"3756","told through a"
"3757","is george millers"
"3758","the characters of"
"3759","me a film"
"3760","essentially one long"
"3761","is a triumph"
"3762","to one of"
"3763","total lack of"
"3764","movie about the"
"3765","her performance as"
"3766","of what mad"
"3767","total waste of"
"3768","action and just"
"3769","like this so"
"3770","a visual and"
"3771","to the citadel"
"3772","job done but"
"3773","of the biggest"
"3774","seen all year"
"3775","with no explanation"
"3776","hardy does a"
"3777","ever seen on"
"3778","your knowledge of"
"3779","make you question"
"3780","not seeing this"
"3781","an australian classic"
"3782","tom hardys max"
"3783","an array of"
"3784","movie but this"
"3785","up and it"
"3786","more cgi than"
"3787","for us to"
"3788","fourth mad max"
"3789","me since i"
"3790","films like the"
"3791","the world yet"
"3792","tells its story"
"3793","took me a"
"3794","fun and i"
"3795","see it now"
"3796","i could write"
"3797","film charlize theron"
"3798","movie and every"
"3799","no mel gibson"
"3800","movie since s"
"3801","thrill ride but"
"3802","was that there"
"3803","world where everything"
"3804","just along for"
"3805","of a car"
"3806","and action that"
"3807","have used more"
"3808","have had to"
"3809","this is easily"
"3810","which i can"
"3811","a dystopian society"
"3812","is so intense"
"3813","i would be"
"3814","ever made  a"
"3815","of his wives"
"3816","films ive seen"
"3817","and complex characters"
"3818","nominated for best"
"3819","the earth in"
"3820","of movies a"
"3821","post apocalyptic australia"
"3822","the last few"
"3823","and how that"
"3824","if you look"
"3825","watched it i"
"3826","you will rarely"
"3827","simply along for"
"3828","thats all i"
"3829","some point the"
"3830","fury road es"
"3831","works as a"
"3832","by a yearold"
"3833","character development or"
"3834","also puts a"
"3835","to me it"
"3836","a  hour ca"
"3837","i like a"
"3838","to future installments"
"3839","committed to film"
"3840","is attempting to"
"3841","surprising and a"
"3842","realize that they"
"3843","films i have"
"3844","fuss was about"
"3845","thin and the"
"3846","the film for"
"3847","this film has"
"3848","as furiosa a"
"3849","the warrior imperator"
"3850","the thinness of"
"3851","put it i"
"3852","action movies and"
"3853","all the same"
"3854","story is pretty"
"3855","original was a"
"3856","you see them"
"3857","top for a"
"3858","a local warlord"
"3859","we got a"
"3860","it should win"
"3861","portrait of a"
"3862","funny thing is"
"3863","movie of this"
"3864","and manages to"
"3865","bored with them"
"3866","none of its"
"3867","it does it"
"3868","story line that"
"3869","with awesome visuals"
"3870","well done the"
"3871","is a story"
"3872","or what they"
"3873","still find myself"
"3874","have seen more"
"3875","genre in the"
"3876","there really isnt"
"3877","when you are"
"3878","could ask for"
"3879","all i need"
"3880","to the main"
"3881","in the previous"
"3882","unless you have"
"3883","story line of"
"3884","people this is"
"3885","only to the"
"3886","as crazy as"
"3887","en charlize theron"
"3888","and the entire"
"3889","the opening scene"
"3890","it didnt make"
"3891","he is almost"
"3892","understand everything that"
"3893","a question of"
"3894","trying to survive"
"3895","he is not"
"3896","is this film"
"3897","when it is"
"3898","miller finds himself"
"3899","to max and"
"3900","because a lot"
"3901","an interesting plot"
"3902","action sequences in"
"3903","of a post"
"3904","make it a"
"3905","films to shame"
"3906","on and surprisingly"
"3907","of this dystopia"
"3908","with furiosa and"
"3909","here to say"
"3910","the screen and"
"3911","derby of a"
"3912","fury road isnt"
"3913","was made i"
"3914","is very much"
"3915","nonstop action in"
"3916","with a couple"
"3917","story in this"
"3918","bad guys and"
"3919","it again to"
"3920","in store for"
"3921","directed to perfection"
"3922","why is there"
"3923","like it at"
"3924","i was not"
"3925","than that i"
"3926","though the story"
"3927","ive had a"
"3928","one and a"
"3929","up to this"
"3930","of this postapocalyptic"
"3931","and mel gibson"
"3932","after a second"
"3933","action as a"
"3934","it was nominated"
"3935","how it was"
"3936","costumes the make"
"3937","there was just"
"3938","earlier mad max"
"3939","a giant sand"
"3940","where did the"
"3941","and from the"
"3942","film  this movi"
"3943","its great to"
"3944","spectacle mad max"
"3945","what it promises"
"3946","miller brings the"
"3947","a hint of"
"3948","original films but"
"3949","original in this"
"3950","is a fat"
"3951","i was very"
"3952","film having a"
"3953","quite some time"
"3954","recommend this film"
"3955","the vehicles are"
"3956","to this postapocalyptic"
"3957","first  minutes se"
"3958","and the visuals"
"3959","edge of the"
"3960","max if you"
"3961","then mad max"
"3962","fights on top"
"3963","is a modern"
"3964","a good flick"
"3965","or what this"
"3966","are some very"
"3967","at if this"
"3968","the action for"
"3969","then there is"
"3970","in the dust"
"3971","of his daughter"
"3972","film this film"
"3973","going to a"
"3974","that will be"
"3975","set up a"
"3976","of the screen"
"3977","drops the s"
"3978","like a lot"
"3979","for the whole"
"3980","action can be"
"3981","almost as if"
"3982","action its a"
"3983","i dont feel"
"3984","and white film"
"3985","say it was"
"3986","to watch all"
"3987","every time you"
"3988","of the silent"
"3989","be lost in"
"3990","them to the"
"3991","film this year"
"3992","film that does"
"3993","so well done"
"3994","viewing of this"
"3995","even the night"
"3996","film is in"
"3997","here he does"
"3998","only wanting to"
"3999","be but i"
"4000","apocalyptic wasteland a"
"4001","from fury road"
"4002","the only drawback"
"4003","as such the"
"4004","watch this film"
"4005","but they have"
"4006","what rights dont"
"4007","this film ever"
"4008","to relate to"
"4009","way i would"
"4010","he was just"
"4011","trying to escape"
"4012","to an end"
"4013","he might be"
"4014","film and a"
"4015","and the new"
"4016","finds himself at"
"4017","miller is that"
"4018","i had so"
"4019","it aint for"
"4020","at least some"
"4021","was easy to"
"4022","and furious in"
"4023","and dirty and"
"4024","them there is"
"4025","of such a"
"4026","did mad max"
"4027","bet most of"
"4028","they go a"
"4029","charlize theron has"
"4030","in such an"
"4031","of relying on"
"4032","was all about"
"4033","character and a"
"4034","and though the"
"4035","max movies this"
"4036","film is an"
"4037","chunk of the"
"4038","to be invested"
"4039","ass this is"
"4040","such a cool"
"4041","between the action"
"4042","from a to"
"4043","same time a"
"4044","little bit about"
"4045","it and then"
"4046","about as much"
"4047","he was not"
"4048","a dystopian future"
"4049","so great is"
"4050","was over and"
"4051","and music the"
"4052","i just didnt"
"4053","most useless and"
"4054","that the world"
"4055","cinematic experience that"
"4056","to be any"
"4057","i would like"
"4058","modern action films"
"4059","well done a"
"4060","edge of my"
"4061","made any sense"
"4062","max and co"
"4063","we can get"
"4064","way better than"
"4065","year ive seen"
"4066","it hard to"
"4067","they are going"
"4068","sequences and a"
"4069","immortan joe hugh"
"4070","n other words"
"4071","what to say"
"4072","feel a little"
"4073","for mel gibson"
"4074","films these days"
"4075","i expected it"
"4076","such a high"
"4077","war boys and"
"4078","story and it"
"4079","that out of"
"4080","could be the"
"4081","put to the"
"4082","mad max  an"
"4083","it at the"
"4084","artistic action films"
"4085","is there is"
"4086","star of this"
"4087","is great but"
"4088","to where it"
"4089","the journey a"
"4090","but its all"
"4091","how bad this"
"4092","much as furiousa"
"4093","and over the"
"4094","the scenery the"
"4095","ride  if yo"
"4096","cared less i"
"4097","of the villains"
"4098","me  this i"
"4099","story and max"
"4100","a sequel that"
"4101","enough of this"
"4102","ways but it"
"4103","filled with a"
"4104","seen it is"
"4105","as the new"
"4106","with an incredible"
"4107","about max he"
"4108","films of this"
"4109","in the characters"
"4110","playing the character"
"4111","standing ovation for"
"4112","of the credits"
"4113","bigger and more"
"4114","anything other than"
"4115","max along for"
"4116","what is going"
"4117","i wanted him"
"4118","in the literal"
"4119","sequence and the"
"4120","to survive and"
"4121","makes her a"
"4122","the movie should"
"4123","s fourth mad"
"4124","we also see"
"4125","characters in the"
"4126","is epic and"
"4127","as well and"
"4128","george miller for"
"4129","the way back"
"4130","away and i"
"4131","like the previous"
"4132","on the road"
"4133","of view and"
"4134","the electric guitar"
"4135","movie my favorite"
"4136","still have no"
"4137","they are to"
"4138","i had this"
"4139","only by its"
"4140","movie  this i"
"4141","down to its"
"4142","hoult and hugh"
"4143","group of people"
"4144","the originals  "
"4145","be compared to"
"4146","me on this"
"4147","is nonstop action"
"4148","with real people"
"4149","watching this one"
"4150","keep the viewer"
"4151","know for the"
"4152","to go through"
"4153","a real star"
"4154","wasnt as good"
"4155","this film this"
"4156","the originals i"
"4157","favorite action movies"
"4158","he says a"
"4159","dialogue at all"
"4160","in more  "
"4161","bulk of the"
"4162","made george miller"
"4163","and it gets"
"4164","film making this"
"4165","expected it to"
"4166","of chasing a"
"4167","his franchise is"
"4168","star in there"
"4169","he tries to"
"4170","as a war"
"4171","the reaction to"
"4172","started to feel"
"4173","thats all the"
"4174","first i thought"
"4175","the same film"
"4176","into the st"
"4177","is in any"
"4178","like very much"
"4179","the bottom line"
"4180","and you will"
"4181","a picture of"
"4182","and i liked"
"4183","action scenes as"
"4184","set in the"
"4185","movement of the"
"4186","and yes the"
"4187","chase in the"
"4188","into the film"
"4189","has never seen"
"4190","films so far"
"4191","his army of"
"4192","to believe it"
"4193","think it is"
"4194","of the cg"
"4195","most influential film"
"4196","of fun and"
"4197","something from the"
"4198","and the wives"
"4199","dont think its"
"4200","las escenas de"
"4201","for cinematic experiences"
"4202","to wait for"
"4203","action directors of"
"4204","of mothers milk"
"4205","this this is"
"4206","he was going"
"4207","not only has"
"4208","to the two"
"4209","and high spirits"
"4210","this is real"
"4211","this new mad"
"4212","and white with"
"4213","of the past"
"4214","on this scale"
"4215","miller has taken"
"4216","joe is a"
"4217","words cannot describe"
"4218","had more of"
"4219","for another ride"
"4220","millers fury road"
"4221","been bombarded with"
"4222","much action that"
"4223","what a fucking"
"4224","the chance to"
"4225","film  mad ma"
"4226","every minute of"
"4227","pageantry at its"
"4228","a big fan"
"4229","but for now"
"4230","i dont mean"
"4231","into the imagery"
"4232","that should be"
"4233","glad i didnt"
"4234","strong female part"
"4235","all that we"
"4236","a remake of"
"4237","movies should be"
"4238","only  years ol"
"4239","th installment of"
"4240","big screen with"
"4241","the name of"
"4242","would say that"
"4243","a world of"
"4244","youve seen the"
"4245","movie was great"
"4246","in all its"
"4247","has george miller"
"4248","decade full review"
"4249","to process everything"
"4250","maybe the best"
"4251","tom hardy are"
"4252","i believe this"
"4253","to like it"
"4254","when i first"
"4255","the story has"
"4256","the great thing"
"4257","go down as"
"4258","movies like this"
"4259","awesome  mad ma"
"4260","if not more"
"4261","theron is really"
"4262","dont get all"
"4263","people like this"
"4264","a work of"
"4265","had no idea"
"4266","if you couldnt"
"4267","know where they"
"4268","a masterpiece but"
"4269","the decade full"
"4270","puddle of diarrhea"
"4271","action fury road"
"4272","the best and"
"4273","time to catch"
"4274","this is my"
"4275","for you  no"
"4276","max is almost"
"4277","directors of the"
"4278","action but in"
"4279","a towering cinematic"
"4280","he doesnt need"
